"DEPARTURES_PERFORMED","ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME","QUARTER",
0.00,"SEA","Seattle, WA","PSP","Palm Springs, CA",1,
0.00,"PSP","Palm Springs, CA","SEA","Seattle, WA",1,
0.00,"ONT","Ontario, CA","SJC","San Jose, CA",4,
1.00,"ONT","Ontario, CA","LAS","Las Vegas, NV",4,
1.00,"PHL","Philadelphia, PA","SMF","Sacramento, CA",4,
1.00,"PHX","Phoenix, AZ","SMF","Sacramento, CA",4,
1.00,"PHX","Phoenix, AZ","SMF","Sacramento, CA",4,
1.00,"SAN","San Diego, CA","CLT","Charlotte, NC",4,
1.00,"SBN","South Bend, IN","LAX","Los Angeles, CA",4,
1.00,"SFO","San Francisco, CA","LAX","Los Angeles, CA",4,
1.00,"SMF","Sacramento, CA","FLG","Flagstaff, AZ",4,
1.00,"SMF","Sacramento, CA","PHL","Philadelphia, PA",4,
1.00,"SMF","Sacramento, CA","PHX","Phoenix, AZ",4,
1.00,"SMF","Sacramento, CA","PHX","Phoenix, AZ",4,
1.00,"ABQ","Albuquerque, NM","LAX","Los Angeles, CA",4,
1.00,"ABQ","Albuquerque, NM","SNA","Santa Ana, CA",4,
1.00,"BUR","Burbank, CA","ABQ","Albuquerque, NM",4,
1.00,"BUR","Burbank, CA","LAS","Las Vegas, NV",4,
1.00,"BUR","Burbank, CA","SAN","San Diego, CA",4,
1.00,"BUR","Burbank, CA","SMF","Sacramento, CA",4,
1.00,"LAX","Los Angeles, CA","OGG","Kahului, HI",2,
1.00,"LAX","Los Angeles, CA","OGG","Kahului, HI",2,
1.00,"LAX","Los Angeles, CA","OGG","Kahului, HI",2,
1.00,"LAX","Los Angeles, CA","OGG","Kahului, HI",2,
1.00,"BUR","Burbank, CA","ONT","Ontario, CA",2,
1.00,"IFP","Bullhead City, AZ","SMF","Sacramento, CA",1,
1.00,"LAX","Los Angeles, CA","RNO","Reno, NV",1,
1.00,"PHX","Phoenix, AZ","LAX","Los Angeles, CA",2,
1.00,"PHX","Phoenix, AZ","LAX","Los Angeles, CA",2,
1.00,"ONT","Ontario, CA","AZA","Phoenix, AZ",1,
1.00,"LAX","Los Angeles, CA","CLE","Cleveland, OH",1,
1.00,"BFI","Seattle, WA","SJC","San Jose, CA",1,
1.00,"LMT","Klamath Falls, OR","MOD","Modesto, CA",1,
1.00,"PHX","Phoenix, AZ","SFO","San Francisco, CA",2,
1.00,"PHX","Phoenix, AZ","SFO","San Francisco, CA",2,
1.00,"LGB","Long Beach, CA","BUR","Burbank, CA",1,
1.00,"ONT","Ontario, CA","SAN","San Diego, CA",1,
1.00,"ONT","Ontario, CA","SAN","San Diego, CA",1,
1.00,"PSP","Palm Springs, CA","BUR","Burbank, CA",1,
1.00,"OAK","Oakland, CA","HNL","Honolulu, HI",1,
1.00,"ABQ","Albuquerque, NM","PSP","Palm Springs, CA",2,
1.00,"BWI","Baltimore, MD","ONT","Ontario, CA",4,
1.00,"DEN","Denver, CO","BUR","Burbank, CA",4,
1.00,"GEG","Spokane, WA","OAK","Oakland, CA",4,
1.00,"GEG","Spokane, WA","OAK","Oakland, CA",4,
1.00,"HOU","Houston, TX","OAK","Oakland, CA",4,
1.00,"HOU","Houston, TX","OAK","Oakland, CA",4,
1.00,"HOU","Houston, TX","SAN","San Diego, CA",4,
1.00,"LAS","Las Vegas, NV","OAK","Oakland, CA",4,
1.00,"LAS","Las Vegas, NV","SJC","San Jose, CA",4,
1.00,"LAX","Los Angeles, CA","AMA","Amarillo, TX",4,
1.00,"LAX","Los Angeles, CA","AUS","Austin, TX",4,
1.00,"LAX","Los Angeles, CA","LAS","Las Vegas, NV",4,
1.00,"LAX","Los Angeles, CA","MDW","Chicago, IL",4,
1.00,"LAX","Los Angeles, CA","SMF","Sacramento, CA",4,
1.00,"MCI","Kansas City, MO","LAX","Los Angeles, CA",4,
1.00,"DEN","Denver, CO","ONT","Ontario, CA",2,
1.00,"OGG","Kahului, HI","LAX","Los Angeles, CA",2,
1.00,"SJC","San Jose, CA","BUR","Burbank, CA",1,
1.00,"ELP","El Paso, TX","LAX","Los Angeles, CA",1,
1.00,"ELP","El Paso, TX","LAX","Los Angeles, CA",1,
1.00,"PHX","Phoenix, AZ","LAX","Los Angeles, CA",2,
1.00,"LAX","Los Angeles, CA","PHL","Philadelphia, PA",2,
1.00,"LAX","Los Angeles, CA","BNA","Nashville, TN",2,
1.00,"FAT","Fresno, CA","PHX","Phoenix, AZ",1,
1.00,"FAT","Fresno, CA","PHX","Phoenix, AZ",1,
1.00,"SFO","San Francisco, CA","DFW","Dallas/Fort Worth, TX",1,
1.00,"LAS","Las Vegas, NV","SMF","Sacramento, CA",2,
1.00,"PHX","Phoenix, AZ","SFO","San Francisco, CA",2,
1.00,"LAX","Los Angeles, CA","ONT","Ontario, CA",2,
1.00,"OGG","Kahului, HI","LAX","Los Angeles, CA",1,
1.00,"OGG","Kahului, HI","LAX","Los Angeles, CA",1,
1.00,"LAX","Los Angeles, CA","DTW","Detroit, MI",2,
1.00,"LAX","Los Angeles, CA","DTW","Detroit, MI",2,
1.00,"LAX","Los Angeles, CA","DCA","Washington, DC",2,
1.00,"SAN","San Diego, CA","MKE","Milwaukee, WI",2,
1.00,"IAH","Houston, TX","SFO","San Francisco, CA",2,
1.00,"MCI","Kansas City, MO","SAN","San Diego, CA",2,
1.00,"MSN","Madison, WI","LAX","Los Angeles, CA",1,
1.00,"SEA","Seattle, WA","LAX","Los Angeles, CA",1,
1.00,"LAX","Los Angeles, CA","AFW","Dallas/Fort Worth, TX",1,
1.00,"SMF","Sacramento, CA","SLC","Salt Lake City, UT",2,
1.00,"SMF","Sacramento, CA","SLC","Salt Lake City, UT",2,
1.00,"TPA","Tampa, FL","SFO","San Francisco, CA",1,
1.00,"ONT","Ontario, CA","DFW","Dallas/Fort Worth, TX",1,
1.00,"ONT","Ontario, CA","DFW","Dallas/Fort Worth, TX",1,
1.00,"BFI","Seattle, WA","OAK","Oakland, CA",2,
1.00,"BUR","Burbank, CA","MDW","Chicago, IL",1,
1.00,"ONT","Ontario, CA","VWI","California City, CA",1,
1.00,"SJC","San Jose, CA","ATL","Atlanta, GA",2,
1.00,"OAK","Oakland, CA","BUR","Burbank, CA",4,
1.00,"OAK","Oakland, CA","HOU","Houston, TX",4,
1.00,"OAK","Oakland, CA","LWS","Lewiston, ID",4,
1.00,"OAK","Oakland, CA","PDX","Portland, OR",4,
1.00,"OAK","Oakland, CA","RNO","Reno, NV",4,
1.00,"OAK","Oakland, CA","SFO","San Francisco, CA",4,
1.00,"ONT","Ontario, CA","SAN","San Diego, CA",4,
1.00,"ONT","Ontario, CA","SJC","San Jose, CA",4,
1.00,"PDX","Portland, OR","SMF","Sacramento, CA",4,
1.00,"PHX","Phoenix, AZ","BUR","Burbank, CA",4,
1.00,"SFO","San Francisco, CA","LAX","Los Angeles, CA",1,
1.00,"SFO","San Francisco, CA","LAX","Los Angeles, CA",1,
1.00,"SFO","San Francisco, CA","JAC","Jackson, WY",1,
1.00,"BUR","Burbank, CA","SLC","Salt Lake City, UT",2,
1.00,"SLC","Salt Lake City, UT","SMF","Sacramento, CA",2,
1.00,"CIC","Chico, CA","ACV","Arcata/Eureka, CA",1,
1.00,"AZA","Phoenix, AZ","OAK","Oakland, CA",2,
1.00,"SMF","Sacramento, CA","DEN","Denver, CO",2,
1.00,"EIL","Fairbanks, AK","SJC","San Jose, CA",1,
1.00,"DAL","Dallas, TX","ONT","Ontario, CA",1,
1.00,"DEN","Denver, CO","SJC","San Jose, CA",1,
1.00,"PHX","Phoenix, AZ","SFO","San Francisco, CA",1,
1.00,"PHX","Phoenix, AZ","SFO","San Francisco, CA",1,
1.00,"MRY","Monterey, CA","SBA","Santa Barbara, CA",2,
1.00,"LAX","Los Angeles, CA","SAN","San Diego, CA",2,
1.00,"SAN","San Diego, CA","DEN","Denver, CO",2,
1.00,"SAN","San Diego, CA","DEN","Denver, CO",2,
1.00,"SMF","Sacramento, CA","ORD","Chicago, IL",1,
1.00,"SFO","San Francisco, CA","ORD","Chicago, IL",2,
1.00,"SFO","San Francisco, CA","ORD","Chicago, IL",2,
1.00,"LAS","Las Vegas, NV","MRY","Monterey, CA",1,
1.00,"SBA","Santa Barbara, CA","SMX","Santa Maria, CA",1,
1.00,"SLC","Salt Lake City, UT","SMF","Sacramento, CA",2,
1.00,"SLC","Salt Lake City, UT","SMF","Sacramento, CA",2,
1.00,"SLC","Salt Lake City, UT","SMF","Sacramento, CA",2,
1.00,"IFP","Bullhead City, AZ","SMF","Sacramento, CA",2,
1.00,"PHF","Newport News/Williamsburg, VA","BUR","Burbank, CA",2,
1.00,"SAF","Santa Fe, NM","BUR","Burbank, CA",2,
1.00,"SAN","San Diego, CA","CLE","Cleveland, OH",1,
1.00,"SMF","Sacramento, CA","RNO","Reno, NV",1,
1.00,"DEN","Denver, CO","OAK","Oakland, CA",1,
1.00,"SLC","Salt Lake City, UT","PSP","Palm Springs, CA",1,
1.00,"SMF","Sacramento, CA","RNO","Reno, NV",1,
1.00,"BUR","Burbank, CA","OAK","Oakland, CA",1,
1.00,"BUR","Burbank, CA","OAK","Oakland, CA",1,
1.00,"SLC","Salt Lake City, UT","OAK","Oakland, CA",2,
1.00,"TEB","Teterboro, NJ","SBA","Santa Barbara, CA",2,
1.00,"PHX","Phoenix, AZ","SFO","San Francisco, CA",1,
1.00,"PHX","Phoenix, AZ","SFO","San Francisco, CA",1,
1.00,"PHX","Phoenix, AZ","SFO","San Francisco, CA",1,
1.00,"ONT","Ontario, CA","LAX","Los Angeles, CA",2,
1.00,"IAH","Houston, TX","SJC","San Jose, CA",1,
1.00,"SFO","San Francisco, CA","PUB","Pueblo, CO",1,
1.00,"LGB","Long Beach, CA","SFO","San Francisco, CA",2,
1.00,"SFO","San Francisco, CA","ANC","Anchorage, AK",2,
1.00,"DEN","Denver, CO","SFO","San Francisco, CA",2,
1.00,"SMF","Sacramento, CA","MTJ","Montrose/Delta, CO",2,
1.00,"TEB","Teterboro, NJ","SFO","San Francisco, CA",1,
1.00,"DEN","Denver, CO","OAK","Oakland, CA",1,
1.00,"TTN","Trenton, NJ","SFO","San Francisco, CA",1,
1.00,"SNA","Santa Ana, CA","ORD","Chicago, IL",1,
1.00,"SAN","San Diego, CA","PDX","Portland, OR",1,
1.00,"SJC","San Jose, CA","SMF","Sacramento, CA",1,
1.00,"LAX","Los Angeles, CA","SMF","Sacramento, CA",1,
1.00,"LAX","Los Angeles, CA","SMF","Sacramento, CA",1,
1.00,"VWN","Parker, AZ","SNA","Santa Ana, CA",2,
1.00,"SBP","San Luis Obispo, CA","BFL","Bakersfield, CA",1,
1.00,"EWR","Newark, NJ","SAN","San Diego, CA",2,
1.00,"DEN","Denver, CO","SMF","Sacramento, CA",2,
1.00,"QQN","Woodlake, CA","VIS","Visalia, CA",1,
1.00,"EWR","Newark, NJ","BUR","Burbank, CA",1,
1.00,"SFO","San Francisco, CA","LIH","Lihue, HI",1,
1.00,"LAX","Los Angeles, CA","MSY","New Orleans, LA",1,
1.00,"LAX","Los Angeles, CA","BWI","Baltimore, MD",1,
1.00,"SEA","Seattle, WA","FAT","Fresno, CA",2,
1.00,"JFK","New York, NY","SJC","San Jose, CA",1,
1.00,"FAT","Fresno, CA","VIS","Visalia, CA",1,
1.00,"ABQ","Albuquerque, NM","LAX","Los Angeles, CA",1,
1.00,"BFI","Seattle, WA","LAX","Los Angeles, CA",1,
1.00,"ABQ","Albuquerque, NM","LAX","Los Angeles, CA",1,
1.00,"TOL","Toledo, OH","SJC","San Jose, CA",1,
1.00,"OAK","Oakland, CA","AUS","Austin, TX",2,
1.00,"LAX","Los Angeles, CA","MCO","Orlando, FL",1,
1.00,"LAX","Los Angeles, CA","MCO","Orlando, FL",1,
1.00,"ELP","El Paso, TX","ONT","Ontario, CA",2,
1.00,"SAN","San Diego, CA","DEN","Denver, CO",1,
1.00,"SMF","Sacramento, CA","SLC","Salt Lake City, UT",1,
1.00,"SMF","Sacramento, CA","SLC","Salt Lake City, UT",1,
1.00,"SMF","Sacramento, CA","BUR","Burbank, CA",1,
1.00,"IFP","Bullhead City, AZ","SAN","San Diego, CA",1,
1.00,"SEA","Seattle, WA","FAT","Fresno, CA",1,
1.00,"SMF","Sacramento, CA","SLC","Salt Lake City, UT",1,
1.00,"IAH","Houston, TX","SFO","San Francisco, CA",1,
1.00,"SEA","Seattle, WA","SFO","San Francisco, CA",1,
1.00,"AZA","Phoenix, AZ","ONT","Ontario, CA",1,
1.00,"BFL","Bakersfield, CA","IFP","Bullhead City, AZ",2,
1.00,"BUR","Burbank, CA","BHM","Birmingham, AL",2,
1.00,"RNO","Reno, NV","SNA","Santa Ana, CA",2,
1.00,"ONT","Ontario, CA","LEX","Lexington, KY",2,
1.00,"ONT","Ontario, CA","DAL","Dallas, TX",2,
1.00,"IAH","Houston, TX","LAX","Los Angeles, CA",2,
1.00,"IAH","Houston, TX","LAX","Los Angeles, CA",2,
1.00,"NYL","Yuma, AZ","OAK","Oakland, CA",2,
1.00,"MCO","Orlando, FL","LAX","Los Angeles, CA",1,
1.00,"MCO","Orlando, FL","LAX","Los Angeles, CA",1,
1.00,"ONT","Ontario, CA","ELP","El Paso, TX",1,
1.00,"OAK","Oakland, CA","SEA","Seattle, WA",1,
1.00,"SMF","Sacramento, CA","PSP","Palm Springs, CA",1,
1.00,"PSP","Palm Springs, CA","ONT","Ontario, CA",1,
1.00,"BUR","Burbank, CA","TWF","Twin Falls, ID",1,
1.00,"SNA","Santa Ana, CA","PIE","St. Petersburg, FL",2,
1.00,"FAT","Fresno, CA","IFP","Bullhead City, AZ",2,
1.00,"SAN","San Diego, CA","AUS","Austin, TX",2,
1.00,"SAN","San Diego, CA","AUS","Austin, TX",2,
1.00,"SFO","San Francisco, CA","GJT","Grand Junction, CO",1,
1.00,"SUN","Sun Valley/Hailey/Ketchum, ID","BUR","Burbank, CA",1,
1.00,"SUN","Sun Valley/Hailey/Ketchum, ID","BUR","Burbank, CA",1,
1.00,"SEA","Seattle, WA","PSP","Palm Springs, CA",1,
1.00,"SEA","Seattle, WA","PSP","Palm Springs, CA",1,
1.00,"BUR","Burbank, CA","TEB","Teterboro, NJ",1,
1.00,"SMF","Sacramento, CA","PHX","Phoenix, AZ",2,
1.00,"ONT","Ontario, CA","DAL","Dallas, TX",2,
1.00,"ONT","Ontario, CA","DAL","Dallas, TX",2,
1.00,"MRY","Monterey, CA","LAX","Los Angeles, CA",2,
1.00,"HNL","Honolulu, HI","ONT","Ontario, CA",1,
1.00,"MFR","Medford, OR","SMF","Sacramento, CA",2,
1.00,"PHX","Phoenix, AZ","LAX","Los Angeles, CA",1,
1.00,"PHX","Phoenix, AZ","LAX","Los Angeles, CA",1,
1.00,"PHX","Phoenix, AZ","LAX","Los Angeles, CA",1,
1.00,"PHX","Phoenix, AZ","LAX","Los Angeles, CA",1,
1.00,"PHX","Phoenix, AZ","LAX","Los Angeles, CA",1,
1.00,"PHX","Phoenix, AZ","LAX","Los Angeles, CA",1,
1.00,"PHX","Phoenix, AZ","LAX","Los Angeles, CA",1,
1.00,"PHX","Phoenix, AZ","LAX","Los Angeles, CA",1,
1.00,"PHX","Phoenix, AZ","LAX","Los Angeles, CA",1,
1.00,"XXP","Lakeport, CA","STS","Santa Rosa, CA",1,
1.00,"EWR","Newark, NJ","BUR","Burbank, CA",2,
1.00,"BUR","Burbank, CA","SEA","Seattle, WA",2,
1.00,"TUL","Tulsa, OK","SJC","San Jose, CA",2,
1.00,"LAX","Los Angeles, CA","IAB","Wichita, KS",1,
1.00,"MIA","Miami, FL","LAX","Los Angeles, CA",2,
1.00,"RNO","Reno, NV","SFO","San Francisco, CA",2,
1.00,"F70","Murrieta/Temecula, CA","F70","Murrieta/Temecula, CA",2,
1.00,"OAK","Oakland, CA","AUS","Austin, TX",1,
1.00,"SFO","San Francisco, CA","RIC","Richmond, VA",2,
1.00,"LAS","Las Vegas, NV","SNA","Santa Ana, CA",1,
1.00,"LAS","Las Vegas, NV","SNA","Santa Ana, CA",1,
1.00,"BOI","Boise, ID","SMF","Sacramento, CA",1,
1.00,"IFP","Bullhead City, AZ","OAK","Oakland, CA",2,
1.00,"MSP","Minneapolis, MN","SNA","Santa Ana, CA",1,
1.00,"OAK","Oakland, CA","IND","Indianapolis, IN",2,
1.00,"SAT","San Antonio, TX","SAN","San Diego, CA",1,
1.00,"OXR","Oxnard/Ventura, CA","BUR","Burbank, CA",1,
1.00,"ONT","Ontario, CA","SAN","San Diego, CA",2,
1.00,"ONT","Ontario, CA","SAN","San Diego, CA",2,
1.00,"PDX","Portland, OR","LAX","Los Angeles, CA",1,
1.00,"PDX","Portland, OR","LAX","Los Angeles, CA",1,
1.00,"OAK","Oakland, CA","HNL","Honolulu, HI",2,
1.00,"OAK","Oakland, CA","MDW","Chicago, IL",2,
1.00,"SAT","San Antonio, TX","LAX","Los Angeles, CA",1,
1.00,"ONT","Ontario, CA","PHX","Phoenix, AZ",2,
1.00,"SAN","San Diego, CA","DFW","Dallas/Fort Worth, TX",2,
1.00,"ONT","Ontario, CA","BFI","Seattle, WA",2,
1.00,"SJC","San Jose, CA","FRG","East Farmingdale, NY",1,
1.00,"SLC","Salt Lake City, UT","OAK","Oakland, CA",1,
1.00,"IFP","Bullhead City, AZ","MRY","Monterey, CA",1,
1.00,"SNA","Santa Ana, CA","ONT","Ontario, CA",2,
1.00,"SDM","San Diego, CA","MCI","Kansas City, MO",2,
1.00,"BFI","Seattle, WA","BUR","Burbank, CA",1,
1.00,"ANC","Anchorage, AK","LAX","Los Angeles, CA",2,
1.00,"PDX","Portland, OR","LAX","Los Angeles, CA",1,
1.00,"PDX","Portland, OR","LAX","Los Angeles, CA",1,
1.00,"SFO","San Francisco, CA","SMF","Sacramento, CA",1,
1.00,"PDX","Portland, OR","LAX","Los Angeles, CA",1,
1.00,"SFO","San Francisco, CA","EWR","Newark, NJ",1,
1.00,"SFO","San Francisco, CA","SMF","Sacramento, CA",1,
1.00,"SFO","San Francisco, CA","EWR","Newark, NJ",1,
1.00,"SFO","San Francisco, CA","EWR","Newark, NJ",1,
1.00,"SMF","Sacramento, CA","ONT","Ontario, CA",1,
1.00,"BFL","Bakersfield, CA","ONT","Ontario, CA",1,
1.00,"LAX","Los Angeles, CA","SFO","San Francisco, CA",1,
1.00,"SNA","Santa Ana, CA","MSP","Minneapolis, MN",1,
1.00,"SAN","San Diego, CA","CVG","Cincinnati, OH",3,
1.00,"BOS","Boston, MA","SFO","San Francisco, CA",3,
1.00,"BOS","Boston, MA","SFO","San Francisco, CA",3,
1.00,"HNL","Honolulu, HI","SFO","San Francisco, CA",3,
1.00,"IAD","Washington, DC","SFO","San Francisco, CA",3,
1.00,"LAX","Los Angeles, CA","BOS","Boston, MA",3,
1.00,"LAX","Los Angeles, CA","CAK","Akron, OH",3,
1.00,"LAX","Los Angeles, CA","COS","Colorado Springs, CO",3,
1.00,"LAX","Los Angeles, CA","COS","Colorado Springs, CO",3,
1.00,"LAX","Los Angeles, CA","DEN","Denver, CO",3,
1.00,"LAX","Los Angeles, CA","MCI","Kansas City, MO",3,
1.00,"LAX","Los Angeles, CA","TPA","Tampa, FL",3,
1.00,"MCO","Orlando, FL","SFO","San Francisco, CA",3,
1.00,"OAK","Oakland, CA","SFO","San Francisco, CA",3,
1.00,"OAK","Oakland, CA","SFO","San Francisco, CA",3,
1.00,"ONT","Ontario, CA","COS","Colorado Springs, CO",3,
1.00,"SNA","Santa Ana, CA","PDX","Portland, OR",3,
1.00,"BFI","Seattle, WA","OAK","Oakland, CA",3,
1.00,"BUR","Burbank, CA","BUF","Buffalo, NY",3,
1.00,"ELP","El Paso, TX","SJC","San Jose, CA",3,
1.00,"FLL","Fort Lauderdale, FL","LGB","Long Beach, CA",3,
1.00,"LAS","Las Vegas, NV","LAX","Los Angeles, CA",3,
1.00,"LGB","Long Beach, CA","LAX","Los Angeles, CA",3,
1.00,"LGB","Long Beach, CA","RNO","Reno, NV",3,
1.00,"OAK","Oakland, CA","BFI","Seattle, WA",3,
1.00,"OMA","Omaha, NE","SMF","Sacramento, CA",3,
1.00,"RNO","Reno, NV","LGB","Long Beach, CA",3,
1.00,"SFO","San Francisco, CA","DEN","Denver, CO",3,
1.00,"SJC","San Jose, CA","ELP","El Paso, TX",3,
1.00,"SJC","San Jose, CA","TUS","Tucson, AZ",3,
1.00,"TUS","Tucson, AZ","SFO","San Francisco, CA",3,
1.00,"BFL","Bakersfield, CA","IFP","Bullhead City, AZ",3,
1.00,"BUR","Burbank, CA","IFP","Bullhead City, AZ",3,
1.00,"BZN","Bozeman, MT","SMF","Sacramento, CA",3,
1.00,"DEN","Denver, CO","OAK","Oakland, CA",3,
1.00,"EUG","Eugene, OR","SMF","Sacramento, CA",3,
1.00,"FAR","Fargo, ND","LAX","Los Angeles, CA",3,
1.00,"FAT","Fresno, CA","IFP","Bullhead City, AZ",3,
1.00,"FAT","Fresno, CA","LNK","Lincoln, NE",3,
1.00,"FAT","Fresno, CA","LWS","Lewiston, ID",3,
1.00,"FAT","Fresno, CA","SFO","San Francisco, CA",3,
1.00,"IFP","Bullhead City, AZ","BUR","Burbank, CA",3,
1.00,"IFP","Bullhead City, AZ","FAT","Fresno, CA",3,
1.00,"IFP","Bullhead City, AZ","OAK","Oakland, CA",3,
1.00,"IFP","Bullhead City, AZ","PSP","Palm Springs, CA",3,
1.00,"IFP","Bullhead City, AZ","SAN","San Diego, CA",3,
1.00,"IFP","Bullhead City, AZ","SMF","Sacramento, CA",3,
1.00,"IFP","Bullhead City, AZ","SMX","Santa Maria, CA",3,
1.00,"LAS","Las Vegas, NV","SMF","Sacramento, CA",3,
1.00,"LAX","Los Angeles, CA","FAR","Fargo, ND",3,
1.00,"LAX","Los Angeles, CA","SFO","San Francisco, CA",3,
1.00,"LNK","Lincoln, NE","FAT","Fresno, CA",3,
1.00,"LWS","Lewiston, ID","FAT","Fresno, CA",3,
1.00,"MRY","Monterey, CA","FAT","Fresno, CA",3,
1.00,"OAK","Oakland, CA","DEN","Denver, CO",3,
1.00,"OAK","Oakland, CA","IFP","Bullhead City, AZ",3,
1.00,"OMA","Omaha, NE","SMF","Sacramento, CA",3,
1.00,"PSP","Palm Springs, CA","IFP","Bullhead City, AZ",3,
1.00,"SAN","San Diego, CA","IFP","Bullhead City, AZ",3,
1.00,"SAN","San Diego, CA","PSP","Palm Springs, CA",3,
1.00,"SGU","St. George, UT","SMF","Sacramento, CA",3,
1.00,"SJC","San Jose, CA","FNL","Fort Collins/Loveland, CO",3,
1.00,"SJC","San Jose, CA","IFP","Bullhead City, AZ",3,
1.00,"SJC","San Jose, CA","LAX","Los Angeles, CA",3,
1.00,"SLC","Salt Lake City, UT","SMF","Sacramento, CA",3,
1.00,"SMF","Sacramento, CA","EUG","Eugene, OR",3,
1.00,"SMF","Sacramento, CA","LAS","Las Vegas, NV",3,
1.00,"SMF","Sacramento, CA","SGU","St. George, UT",3,
1.00,"SMF","Sacramento, CA","SJC","San Jose, CA",3,
1.00,"SMF","Sacramento, CA","SLC","Salt Lake City, UT",3,
1.00,"SMX","Santa Maria, CA","BFL","Bakersfield, CA",3,
1.00,"HNL","Honolulu, HI","OAK","Oakland, CA",4,
1.00,"OAK","Oakland, CA","PGD","Punta Gorda, FL",4,
1.00,"VCV","Victorville, CA","FWA","Fort Wayne, IN",3,
1.00,"BUF","Buffalo, NY","OAK","Oakland, CA",3,
1.00,"DEN","Denver, CO","OAK","Oakland, CA",3,
1.00,"OAK","Oakland, CA","BUF","Buffalo, NY",3,
1.00,"OAK","Oakland, CA","DEN","Denver, CO",3,
1.00,"OAK","Oakland, CA","SEA","Seattle, WA",3,
1.00,"SEA","Seattle, WA","OAK","Oakland, CA",3,
1.00,"SEA","Seattle, WA","SFO","San Francisco, CA",3,
1.00,"SFO","San Francisco, CA","SEA","Seattle, WA",3,
1.00,"ANC","Anchorage, AK","SFO","San Francisco, CA",4,
1.00,"BOS","Boston, MA","LAX","Los Angeles, CA",4,
1.00,"DEN","Denver, CO","SFO","San Francisco, CA",4,
1.00,"DEN","Denver, CO","SFO","San Francisco, CA",4,
1.00,"DEN","Denver, CO","SNA","Santa Ana, CA",4,
1.00,"DTW","Detroit, MI","SAN","San Diego, CA",4,
1.00,"GJT","Grand Junction, CO","LAX","Los Angeles, CA",4,
1.00,"IAH","Houston, TX","SAN","San Diego, CA",4,
1.00,"JAX","Jacksonville, FL","SAN","San Diego, CA",4,
1.00,"JFK","New York, NY","SFO","San Francisco, CA",4,
1.00,"LAX","Los Angeles, CA","BOS","Boston, MA",4,
1.00,"LAX","Los Angeles, CA","LGA","New York, NY",4,
1.00,"LAX","Los Angeles, CA","ORD","Chicago, IL",4,
1.00,"LAX","Los Angeles, CA","SFO","San Francisco, CA",4,
1.00,"LAX","Los Angeles, CA","SFO","San Francisco, CA",4,
1.00,"LAX","Los Angeles, CA","SMF","Sacramento, CA",4,
1.00,"MCI","Kansas City, MO","SFO","San Francisco, CA",4,
1.00,"MSP","Minneapolis, MN","SFO","San Francisco, CA",4,
1.00,"OAK","Oakland, CA","SFO","San Francisco, CA",4,
1.00,"ONT","Ontario, CA","LAX","Los Angeles, CA",4,
1.00,"ONT","Ontario, CA","LAX","Los Angeles, CA",4,
1.00,"ORD","Chicago, IL","LAX","Los Angeles, CA",4,
1.00,"ORD","Chicago, IL","ONT","Ontario, CA",4,
1.00,"ORD","Chicago, IL","SNA","Santa Ana, CA",4,
1.00,"PHX","Phoenix, AZ","SJC","San Jose, CA",4,
1.00,"RNO","Reno, NV","SFO","San Francisco, CA",4,
1.00,"SAN","San Diego, CA","DTW","Detroit, MI",4,
1.00,"SAN","San Diego, CA","JAX","Jacksonville, FL",4,
1.00,"SAN","San Diego, CA","OAK","Oakland, CA",4,
1.00,"SEA","Seattle, WA","SJC","San Jose, CA",4,
1.00,"SFO","San Francisco, CA","HNL","Honolulu, HI",4,
1.00,"SFO","San Francisco, CA","IAD","Washington, DC",4,
1.00,"SFO","San Francisco, CA","JFK","New York, NY",4,
1.00,"SFO","San Francisco, CA","MCI","Kansas City, MO",4,
1.00,"SFO","San Francisco, CA","MSP","Minneapolis, MN",4,
1.00,"SFO","San Francisco, CA","RNO","Reno, NV",4,
1.00,"SFO","San Francisco, CA","SAN","San Diego, CA",4,
1.00,"SFO","San Francisco, CA","SEA","Seattle, WA",4,
1.00,"SFO","San Francisco, CA","SJC","San Jose, CA",4,
1.00,"SFO","San Francisco, CA","SJC","San Jose, CA",4,
1.00,"SFO","San Francisco, CA","SLC","Salt Lake City, UT",4,
1.00,"SJC","San Jose, CA","PHX","Phoenix, AZ",4,
1.00,"SJC","San Jose, CA","SEA","Seattle, WA",4,
1.00,"SJC","San Jose, CA","SFO","San Francisco, CA",4,
1.00,"SJC","San Jose, CA","SMF","Sacramento, CA",4,
1.00,"SJC","San Jose, CA","STL","St. Louis, MO",4,
1.00,"SLC","Salt Lake City, UT","SFO","San Francisco, CA",4,
1.00,"SMF","Sacramento, CA","ORD","Chicago, IL",4,
1.00,"SMF","Sacramento, CA","PHX","Phoenix, AZ",4,
1.00,"SNA","Santa Ana, CA","LAS","Las Vegas, NV",4,
1.00,"SNA","Santa Ana, CA","ORD","Chicago, IL",4,
1.00,"SNA","Santa Ana, CA","PHX","Phoenix, AZ",4,
1.00,"ABQ","Albuquerque, NM","OAK","Oakland, CA",4,
1.00,"ABQ","Albuquerque, NM","ONT","Ontario, CA",4,
1.00,"AUS","Austin, TX","ONT","Ontario, CA",4,
1.00,"AUS","Austin, TX","SAN","San Diego, CA",4,
1.00,"AUS","Austin, TX","SJC","San Jose, CA",4,
